0.491243000,43
-0.947890000,ed
-0.024081000,a5
-0.284806000,55
-0.723018000,56
-0.583823000,96
-0.452112000,08
-0.932331000,e0
-0.668242000,fc
-0.326283000,5e
0.475476000,3c
0.123166000,85
-0.309340000,80
-0.813049000,af
0.600103000,4e
-0.727062000,b1
0.283431000,36
-0.536476000,3c
0.383369000,47
0.087130000,0f
-0.596397000,66
-0.920942000,a4
0.244529000,da
-0.008096000,87
0.407782000,48
-0.944191000,f7
0.632776000,bb
-0.091861000,59
0.027167000,b0
-0.368135000,22
-0.468218000,a4
-0.031723000,af
0.755632000,a9
-0.895916000,ed
-0.280332000,5f
0.652511000,da
-0.632063000,94
0.471036000,0c
0.217281000,49
0.260623000,27
-0.296112000,04
-0.604447000,93
0.119467000,6a
0.083178000,34
0.779742000,6e
0.584379000,0d
0.079148000,a5
0.180317000,50
0.324202000,30
0.241045000,b8
0.371414000,36
0.486742000,b4
0.327880000,80
0.264396000,fb
-0.440948000,f7
-0.112389000,88
-0.924523000,ea
0.702099000,7a
-0.100025000,37
0.236403000,f0
-0.797040000,37
0.387881000,fa
-0.195484000,aa
-0.700705000,b8
-0.412753000,73
-0.809200000,a1
-0.463493000,b9
0.355521000,e4
0.439323000,01
-0.620466000,3d
-0.016132000,88
-0.652662000,00
-0.616116000,1c
-0.064287000,0d
-0.838714000,10
-0.754730000,17
-0.800734000,9f
-0.516954000,9b
0.184170000,36
-0.363606000,e1
-0.771671000,cd
0.459939000,f7
0.147427000,2a
-0.040004000,6f
-0.292668000,d1
0.221154000,43
-0.119808000,a2
-0.676848000,4f
-0.493115000,f1
-0.664361000,2c
0.248553000,28
0.731930000,7e
-0.696809000,3f
-0.176520000,bf
-0.228824000,36
0.759822000,a5
0.551044000,e9
-0.012099000,8e
-0.250724000,27
-0.568157000,67
-0.656808000,d4
-0.471567000,14
0.427341000,a1
-0.395965000,8b
-0.108001000,89
-0.300555000,58
-0.115864000,eb
0.160436000,90
-0.208005000,6e
-0.644613000,55
-0.737622000,d2
0.483005000,aa
-0.551924000,d2
-0.335635000,07
0.624599000,a3
0.763443000,a4
0.511735000,e2
-0.708562000,92
-0.313395000,fd
0.615829000,6a
-0.600249000,e7
-0.460041000,d7
0.336624000,47
0.723947000,b2
0.363110000,8b
-0.560037000,3c
-0.355975000,e2
-0.509246000,27
0.596132000,f3
-0.660855000,71
0.188112000,bb
-0.928986000,e8
0.448138000,e0
0.051914000,ab
0.747555000,e7
0.640609000,5c
0.535933000,4b
-0.608649000,8b
0.668120000,86
-0.359319000,60
-0.088094000,6d
0.291432000,44
-0.375044000,95
0.592294000,eb
-0.868734000,ec
-0.817279000,a5
0.155709000,62
-0.852687000,96
0.347892000,0c
-0.317737000,95
0.456471000,ef
-0.399575000,48
-0.912230000,af
-0.028534000,b4
-0.779790000,9a
0.399550000,eb
0.587743000,51
0.307687000,ca
-0.787600000,31
-0.056274000,8f
-0.444771000,5a
0.504474000,ca
-0.580603000,c5
0.287373000,c4
-0.288245000,ac
0.320106000,d4
0.211147000,b4
0.067102000,fb
0.516363000,ff
0.580394000,c1
-0.483268000,e3
-0.321319000,41
0.114915000,f8
0.344087000,21
-0.424232000,e2
-0.965876000,bc
-0.951757000,e5
-0.371659000,5e
-0.219368000,8f
0.098820000,92
-0.532962000,e6
-0.420695000,c1
-0.864705000,eb
-0.497019000,a8
-0.563576000,ed
-0.998475000,64
0.519959000,ce
-0.240181000,9c
-0.003663000,99
0.047925000,c0
0.611837000,12
-0.076929000,35
0.135624000,ba
0.059989000,ad
0.707185000,4e
0.648287000,40
0.071498000,b4
0.095314000,b8
-0.403673000,dc
0.415843000,cc
0.720204000,01
-0.640621000,15
-0.104054000,d0
-0.955880000,a7
0.359133000,e8
-0.745691000,a2
-0.544599000,ee
-0.672718000,cd
-0.834929000,e0
0.711374000,7d
-0.128040000,87
-0.383587000,75
0.351338000,c8
-0.899688000,e7
-0.152894000,65
0.559183000,0c
0.683162000,c7
-0.734210000,3a
0.664331000,c4
0.038994000,11
0.697700000,e6
0.256314000,b0
0.312310000,01
-0.268016000,c5
-0.048388000,76
-0.891268000,98
-0.149288000,26
0.555540000,9c
-0.344116000,d7
-0.504689000,61
-0.348223000,2a
-0.825130000,e6
-0.305233000,a9
-0.234953000,d3
-0.741090000,d7
-0.548046000,f6
-0.648261000,1a
-0.612352000,32
0.507961000,38
-0.352217000,48
0.056535000,ca
-0.525002000,6b
0.751780000,a4
0.499672000,70
-0.783728000,21
-0.860785000,e0
0.267947000,12
0.168059000,3e
-0.792022000,01
-0.203548000,90
0.316300000,5e
-0.161045000,9e
-0.636642000,1c
-0.501026000,82
0.207596000,1c
0.435423000,4d
-0.520315000,0c
-0.628485000,45
0.127500000,1d
-0.392161000,b8
-0.876611000,93
-0.144895000,04
0.628546000,51
0.604144000,11
-0.433120000,c2
0.299476000,a9
-0.331152000,e4
0.012077000,cc
-0.131798000,0c
0.464607000,a0
-0.624528000,9b
0.204059000,c2
-0.339766000,de
-0.592326000,d1
-0.051806000,f6
0.375817000,80
-0.512715000,dc
0.008506000,79
-0.213967000,0d
-0.436972000,a2
-0.884483000,e0
0.420097000,af
-0.186618000,b0
0.391296000,13
-0.084204000,c6
0.523914000,3c
0.494891000,cb
0.403691000,c9
0.023220000,cc
-0.880564000,e8
0.192179000,b8
-0.759100000,b0
-0.272330000,fe
0.636907000,85
0.379373000,cc
0.577008000,b7
0.367823000,33
0.075375000,5c
0.660525000,ef
0.331794000,d8
0.015318000,33
0.687474000,12
0.771570000,a5
0.735622000,eb
0.142982000,8a
